x1,x2
1.0,0.5056251483693593
2.0,0.509710848778149
3.0,0.5123159129737572
4.0,0.5148698563750019
5.0,0.5034776718733506
6.0,0.5258443499852951
7.0,0.5048292797498679
8.0,0.5164197746303459
9.0,0.52344588596199
10.0,0.5102773681503567
11.0,0.512192811939647
12.0,0.5290153781822167
13.0,0.5286008509502931
14.0,0.5002501589440307
15.0,0.5075908937613598
16.0,0.512281561427926
17.0,0.5064095809406781
18.0,0.5083489052670498
19.0,0.505493401427975
20.0,0.5043455548353356
21.0,0.5031475382869394
22.0,0.5019676697232802
23.0,0.4999552756321925
24.0,0.5065991290126582
25.0,0.49805638739234287
26.0,0.49855500634731637
27.0,0.4995902667149207
28.0,0.49844923827613635
29.0,0.4987077758745201
30.0,0.49995249817503384
31.0,0.5009934083686496
32.0,0.5035778549457992
33.0,0.5018430453678
34.0,0.5002141354537769
35.0,0.5032964617556244
36.0,0.5030322554086959
37.0,0.5029847235951478
38.0,0.5063972938928248
39.0,0.49805792500685386
40.0,0.49907132384942954
41.0,0.5017293851895674
42.0,0.5050874439216105
43.0,0.502064886414227
44.0,0.49595000587137666
45.0,0.49921558079748346
46.0,0.4994867835031452
47.0,0.49904549400046777
48.0,0.502414673053895
49.0,0.5063739612771085
50.0,0.5030936469112175
51.0,0.49981591178995677
52.0,0.5039889405817316
53.0,0.5032101194556108
54.0,0.4986222414508245
55.0,0.5043761506691061
56.0,0.5084396850357136
57.0,0.5022314098258726
58.0,0.5044693833504665
59.0,0.5031416291680486
60.0,0.49867775445088514
61.0,0.5001528669068588
62.0,0.501447999084896
63.0,0.5030196096198174
64.0,0.5029952709086586
65.0,0.5117729223500691
66.0,0.5255422655771625
67.0,0.4994758696544977
68.0,0.5045043398762077
69.0,0.5065195453206328
70.0,0.5032706609266601
71.0,0.4990300526400066
72.0,0.5000929015034523
73.0,0.5013104979279933
74.0,0.5044822426875856
75.0,0.5046171749443122
76.0,0.5058132217167459
77.0,0.5132605039437613
78.0,0.5088322721109877
79.0,0.5056654156644739
80.0,0.5100548729280089
81.0,0.5212687101744826
82.0,0.5137412668965374
83.0,0.5149226942230343
84.0,0.51147945854482
85.0,0.48593958030502843
86.0,0.4980811898522955
87.0,0.5169741867085507
88.0,0.5038448496564646
89.0,0.49900894354375697
90.0,0.5031163920476555
91.0,0.514027947772318
92.0,0.508638717804783
93.0,0.509295692416182
94.0,0.5035141955025403
95.0,0.5139549731742054
96.0,0.5124211524012383
97.0,0.5114543045295257
98.0,0.5083406472397426
99.0,0.5089360318189657
100.0,0.527824391287803
101.0,0.5200129398391579
102.0,0.5136115424076152
103.0,0.5066121076313519
104.0,0.4992693889254105
105.0,0.4991584914019157
106.0,0.5105528021579897
107.0,0.5088442521989879
108.0,0.5073768982326465
109.0,0.5035505235787208
110.0,0.5041716835259953
111.0,0.5067412787201931
112.0,0.5028702159122068
113.0,0.5029824134486887
114.0,0.5038877524172415
115.0,0.5091019757079827
116.0,0.5119324483139625
117.0,0.493592997611625
118.0,0.5131972300408494
119.0,0.5064826005782754
120.0,0.5014362483229216
121.0,0.5232690327294525
122.0,0.5189390074857451
123.0,0.5143163877011537
124.0,0.5161159548835038
125.0,0.5120911293288595
126.0,0.5237016408740449
127.0,0.509108302195629
128.0,0.5154431814965261
129.0,0.49314029998599007
130.0,0.5073457461322503
131.0,0.48585277742499616
132.0,0.507561456835046
133.0,0.49359540010422653
134.0,0.5007617872290104
135.0,0.4889288451758397
136.0,0.4954950793596926
137.0,0.4926202965403233
138.0,0.4903658292292277
139.0,0.48904028994746995
140.0,0.49402069702920187
141.0,0.49744061664662836
142.0,0.49703194755138874
143.0,0.4942940249688186
144.0,0.4733704195290443
145.0,0.500503746852266
146.0,0.4933920191622083
147.0,0.49891420337596093
148.0,0.500256384830506
149.0,0.4954503517698001
150.0,0.4923817815392347
151.0,0.49824623360809817
152.0,0.4951680341216975
153.0,0.49826392094995037
154.0,0.48939276234780676
155.0,0.49512580165037956
156.0,0.5182495234570019
157.0,0.49866843595718846
158.0,0.5106239125417074
159.0,0.5040071281969062
160.0,0.4843574251186597
161.0,0.49529437098050727
162.0,0.49063890704633417
163.0,0.5000153415716222
164.0,0.49600687117278164
165.0,0.49640479229225437
166.0,0.4798894716743831
167.0,0.48719214625323304
168.0,0.5001339989265731
169.0,0.4933721811989779
170.0,0.5001824124152889
171.0,0.49738283098786007
172.0,0.4985911820637417
173.0,0.4962827407153205
174.0,0.48598936676261667
175.0,0.48532176815190214
176.0,0.49301321570817336
177.0,0.49464662506964324
178.0,0.49615087193763946
179.0,0.49991517302327815
